Cobertura;name;Punto_ID;Nombre;Municipio;Departamento;Latitud;Longitud;Elevación;Fecha replica 1;Fecha replica 2;Forest OK
Bosque;Mature_forest;CHI75;;;Magdalena;4.60914;-74.31458;2143;;;
Bosque;Mature_forest;CHI76;;;Magdalena;4.61067;-74.31463;2140;;;
Bosque;Mature_forest;CHI80;;;Magdalena;4.61187;-74.30988;2233;;;
Bosque;Mature_forest;CHI81;;;Magdalena;4.61295;-74.31028;2209;;;
Bosque;Mature_forest;CHI82;;;Magdalena;4.61589;-74.31265;2194;;;
Bosque;Mature_forest;CHI83;;;Magdalena;4.61563;-74.31384;2192;;;
Bosque;Mature_forest;CHI84;;;Magdalena;4.61592;-74.31525;2203;;;
Bosque;Mature_forest;CTG10;;;Magdalena;6.84141;-73.38972;1117;;;
Bosque;Mature_forest;CTG11;;;Magdalena;6.84702;-73.38894;1115;;;
Vegetación secundaria;Secondary_Growth;CTG12;;;Magdalena;6.83945;-73.38766;1108;;;
Vegetación secundaria;Secondary_Growth;CTG13;;;Magdalena;6.83965;-73.3857;1183;;;
Vegetación secundaria;Secondary_Growth;CTG14;;;Magdalena;6.8396;-73.38443;1149;;;
Bosque;Mature_forest;CTG15;;;Magdalena;6.83954;-73.3828;1182;;;
Bosque;Mature_forest;CTG16;;;Magdalena;6.83931;-73.38163;1228;;;
Vegetación secundaria;Secondary_Growth;CTG17;;;Magdalena;6.83129;-73.3803;1243;;;
Bosque;Mature_forest;CTG18;;;Magdalena;6.83942;-73.37984;1291;;;
Vegetación secundaria;Secondary_Growth;CTG19;;;Magdalena;6.83855;-73.37923;1315;;;
Vegetación secundaria;Secondary_Growth;CTG2;;;Magdalena;6.84653;-73.39848;1002;;;
Bosque;Mature_forest;CTG20;;;Magdalena;6.83798;-73.37833;1331;;;
Café;Shade_coffee;CTG3;;;Magdalena;6.84593;-73.39745;1004;;;
Café;Shade_coffee;CTG4;;;Magdalena;6.84568;-73.39674;1029;;;
Bosque;Forest_fragment/Riparian_strip;CTG5;;;Magdalena;6.84497;-73.39449;1032;;;
Bosque;Forest_fragment/Riparian_strip;CTG6;;;Magdalena;6.84453;-73.39405;1053;;;
Café;Shade_coffee;CTG7;;;Magdalena;6.844;-73.39303;1065;;;
Bosque;Mature_forest;CTG8;;;Magdalena;6.84363;-73.39144;1082;;;
Bosque;Mature_forest;CTG9;;;Magdalena;6.84222;-73.39055;1088;;;
Bosque;Mature_forest;EB1;;;Magdalena;7.14568;-73.04945;1700;;;
Bosque;Mature_forest;EB10;;;Magdalena;7.14389;-73.04605;1834;;;
Bosque;Mature_forest;EB11;;;Magdalena;7.14163;-73.0439;1927;;;
Bosque;Mature_forest;EB12;;;Magdalena;7.14532;-73.04462;1816;;;
Bosque;Mature_forest;EB13;;;Magdalena;7.14567;-73.04542;1795;;;
Bosque;Mature_forest;EB14;;;Magdalena;7.14102;-73.04385;1943;;;
Bosque;Mature_forest;EB15;;;Magdalena;7.144539;-73.04389;1842;;;
Bosque;Mature_forest;EB16;;;Magdalena;7.14608;-73.04455;1816;;;
Bosque;Mature_forest;EB17;;;Magdalena;7.14564;-73.04935;1702;;;
Bosque;Mature_forest;EB18;;;Magdalena;7.1453;-73.04859;1724;;;
Bosque;Mature_forest;EB19;;;Magdalena;7.14491;-73.04833;1730;;;
Bosque;Mature_forest;EB2;;;Magdalena;7.14547;-73.04881;1719;;;
Bosque;Mature_forest;EB20;;;Magdalena;7.14424;-73.04766;1757;;;
Bosque;Mature_forest;EB21;;;Magdalena;7.14395;-73.04767;1754;;;
Bosque;Mature_forest;EB22;;;Magdalena;7.14327;-73.04731;1761;;;
Bosque;Mature_forest;EB23;;;Magdalena;7.14363;-73.0472;1769;;;
Bosque;Mature_forest;EB24;;;Magdalena;7.14371;-73.04658;1805;;;
Bosque;Mature_forest;EB25;;;Magdalena;7.14395;-73.04597;1836;;;
Bosque;Mature_forest;EB26;;;Magdalena;7.14522;-73.0456;1807;;;
Bosque;Mature_forest;EB27;;;Magdalena;7.14526;-73.04477;1814;;;
Bosque;Mature_forest;EB28;;;Magdalena;7.14595;-73.04439;1822;;;
Bosque;Mature_forest;EB29;;;Magdalena;7.14774;-73.0443;1800;;;
Bosque;Mature_forest;EB3;;;Magdalena;7.14509;-73.04835;1731;;;
Bosque;Mature_forest;EB30;;;Magdalena;7.14786;-73.0431;1828;;;
Bosque;Mature_forest;EB31;;;Magdalena;7.14871;-73.04264;1800;;;
Bosque;Mature_forest;EB4;;;Magdalena;7.144461;-73.04805;1739;;;
Bosque;Mature_forest;EB5;;;Magdalena;7.14453;-73.04753;1765;;;
Bosque;Mature_forest;EB6;;;Magdalena;7.14414;-73.0475;1763;;;
Bosque;Mature_forest;EB7;;;Magdalena;7.1432;-73.04731;1759;;;
Bosque;Mature_forest;EB8;;;Magdalena;7.14363;-73.04713;1776;;;
Bosque;Mature_forest;EB9;;;Magdalena;7.14376;-73.04646;1813;;;
Bosque;Mature_forest;FRB1;;;Magdalena;4.32207;-74.5361;1522;;;
Bosque;Mature_forest;FRB10;;;Magdalena;4.32421;-74.53682;1603;;;
Bosque;Mature_forest;FRB2;;;Magdalena;4.32332;-74.53592;1567;;;
Bosque;Mature_forest;FRB3;;;Magdalena;4.32271;-74.53627;1542;;;
Bosque;Mature_forest;FRB4;;;Magdalena;4.32247;-74.53634;1531;;;
Bosque;Mature_forest;FRB5;;;Magdalena;4.32279;-74.53687;1540;;;
Bosque;Mature_forest;FRB6;;;Magdalena;4.32329;-74.53709;1560;;;
Bosque;Mature_forest;FRB7;;;Magdalena;4.32386;-74.53717;1585;;;
Bosque;Mature_forest;FRB8;;;Magdalena;4.32351;-74.53666;1571;;;
Bosque;Mature_forest;FRB9;;;Magdalena;4.32376;-74.53675;1582;;;
Café;Shade_coffee;FRC1;;;Magdalena;4.31382;-74.53934;1315;;;
Café;Shade_coffee;FRC10;;;Magdalena;4.31927;-74.53355;1428;;;
Café;Shade_coffee;FRC11;;;Magdalena;4.31959;-74.5332;1438;;;
Café;Shade_coffee;FRC12;;;Magdalena;4.31991;-74.53255;1453;;;
Café;Shade_coffee;FRC13;;;Magdalena;4.31901;-74.53214;1460;;;
Café;Shade_coffee;FRC14;;;Magdalena;4.31874;-74.53282;1440;;;
Café;Shade_coffee;FRC15;;;Magdalena;4.3183;-74.53338;1420;;;
Café;Shade_coffee;FRC16;;;Magdalena;4.31793;-74.53426;1403;;;
Café;Shade_coffee;FRC17;;;Magdalena;4.31781;-74.53494;1392;;;
Café;Shade_coffee;FRC18;;;Magdalena;4.31739;-74.53439;1402;;;
Café;Shade_coffee;FRC19;;;Magdalena;4.31394;-74.53963;1309;;;
Café;Shade_coffee;FRC2;;;Magdalena;4.31381;-74.53987;1311;;;
Café;Shade_coffee;FRC20;;;Magdalena;4.314432;-74.54015;1298;;;
Café;Shade_coffee;FRC21;;;Magdalena;4.315736;-74.538438;1314;;;
Café;Shade_coffee;FRC22;;;Magdalena;4.31626;-74.53788;1323;;;
Café;Shade_coffee;FRC23;;;Magdalena;4.31626;-74.53715;1339;;;
Café;Shade_coffee;FRC24;;;Magdalena;4.31681;-74.53696;1348;;;
Café;Shade_coffee;FRC25;;;Magdalena;4.31711;-74.53644;1363;;;
Café;Shade_coffee;FRC26;;;Magdalena;4.31724;-74.53573;1377;;;
Café;Shade_coffee;FRC27;;;Magdalena;4.31741;-74.53487;1392;;;
Café;Shade_coffee;FRC28;;;Magdalena;4.31819;-74.5349;1394;;;
Café;Shade_coffee;FRC29;;;Magdalena;4.31864;-74.53448;1404;;;
Café;Shade_coffee;FRC3;;;Magdalena;4.3142;-74.53986;1303;;;
Café;Shade_coffee;FRC30;;;Magdalena;4.31901;-74.53394;1418;;;
Café;Shade_coffee;FRC31;;;Magdalena;4.31886;-74.53319;1431;;;
Café;Shade_coffee;FRC32;;;Magdalena;4.3187;-74.5325;1448;;;
Café;Shade_coffee;FRC33;;;Magdalena;4.31881;-74.53186;1464;;;
Café;Shade_coffee;FRC34;;;Magdalena;4.31924;-74.53139;1478;;;
Café;Shade_coffee;FRC35;;;Magdalena;4.31917;-74.53062;1501;;;
Café;Shade_coffee;FRC36;;;Magdalena;4.31937;-74.52986;1524;;;
Café;Shade_coffee;FRC37;;;Magdalena;4.31841;-74.53098;1487;;;
Café;Shade_coffee;FRC38;;;Magdalena;4.31836;-74.53157;1469;;;
Café;Shade_coffee;FRC39;;;Magdalena;4.31817;-74.53241;1445;;;
Café;Shade_coffee;FRC4;;;Magdalena;4.3162;-74.53767;1327;;;
Café;Shade_coffee;FRC40;;;Magdalena;4.31768;-74.53297;1428;;;
Café;Shade_coffee;FRC41;;;Magdalena;4.31747;-74.53358;1415;;;
Café;Shade_coffee;FRC42;;;Magdalena;4.31739;-74.53412;1406;;;
Café;Shade_coffee;FRC43;;;Magdalena;4.31667;-74.53841;1318;;;
Café;Shade_coffee;FRC44;;;Magdalena;4.31614;-74.53896;1305;;;
Café;Shade_coffee;FRC45;;;Magdalena;4.31571;-74.53976;1294;;;
Café;Shade_coffee;FRC46;;;Magdalena;4.31523;-74.54028;1290;;;
Café;Shade_coffee;FRC47;;;Magdalena;4.31498;-74.53951;1299;;;
Café;Shade_coffee;FRC5;;;Magdalena;4.31626;-74.53717;1338;;;
Café;Shade_coffee;FRC6;;;Magdalena;4.31662;-74.53809;1322;;;
Café;Shade_coffee;FRC7;;;Magdalena;4.3158;-74.53837;1315;;;
Café;Shade_coffee;FRC8;;;Magdalena;4.31878;-74.53528;1394;;;
Café;Shade_coffee;FRC9;;;Magdalena;4.31908;-74.53468;1406;;;
Café;Shade_coffee;GDS01;;;Magdalena;4.887144;-74.47082;1618;;;
Café;Shade_coffee;GDS02;;;Magdalena;4.888204;-74.470712;1617;;;
Café;Shade_coffee;GDS03;;;Magdalena;4.889252;-74.469434;1651;;;
Café;Shade_coffee;GDS04;;;Magdalena;4.887917;-74.46833;1656;;;
Café;Shade_coffee;GDS05;;;Magdalena;4.886848;-74.467445;1658;;;
Café;Shade_coffee;GDS06;;;Magdalena;4.886146;-74.466747;1665;;;
Cerca viva;Live_Fence/Pasture;GDS07;;;Magdalena;4.886335;-74.465523;1685;;;
Café;Shade_coffee;GDS08;;;Magdalena;4.887219;-74.465469;1693;;;
Bosque;Forest_fragment/Riparian_strip;GDS09;;;Magdalena;4.88853;-74.465173;1694;;;
Bosque;Forest_fragment/Riparian_strip;GDS10;;;Magdalena;4.889693;-74.464915;1709;;;
Café;Shade_coffee;GDS11;;;Magdalena;4.890712;-74.464272;1714;;;
Café;Shade_coffee;GDS12;;;Magdalena;4.891661;-74.464085;1720;;;
Café;Shade_coffee;GDS13;;;Magdalena;4.893608;-74.463512;1729;;;
Café;Shade_coffee;GDS14;;;Magdalena;4.894306;-74.463344;1733;;;
Café;Shade_coffee;GDS15;;;Magdalena;4.888416;-74.466044;1696;;;
Café;Shade_coffee;GDS16;;;Magdalena;4.885637;-74.471564;1574;;;
Cerca viva;Live_Fence/Pasture;GDS17;;;Magdalena;4.884595;-74.470895;1577;;;
Café;Shade_coffee;GDS18;;;Magdalena;4.882158;-74.469204;1590;;;
Bosque;Mature_forest;JBH1;;;Magdalena;4.4267;-75.21396;1185;;;
Bosque;Mature_forest;JBH10;;;Magdalena;4.4252;-75.21254;1155;;;
Bosque;Forest_fragment/Riparian_strip;JBH11;;;Magdalena;4.42719;-75.2116;1178;;;
Bosque;Forest_fragment/Riparian_strip;JBH12;;;Magdalena;4.42679;75.20834;1167;;;
Cerca viva;Live_Fence/Pasture;JBH12;;;Magdalena;4.42696;-75.20984;1178;;;
Bosque;Forest_fragment/Riparian_strip;JBH13;;;Magdalena;4.42825;-75.21468;1178;;;
Bosque;Forest_fragment/Riparian_strip;JBH14;;;Magdalena;4.42785;-75.21581;1180;;;
Bosque;Forest_fragment/Riparian_strip;JBH17;;;Magdalena;4.42706;-75.21551;1182;;;
Bosque;Mature_forest;JBH2;;;Magdalena;4.42598;-75.21217;1167;;;
Bosque;Mature_forest;JBH3;;;Magdalena;4.4264;-75.21343;1158;;;
Bosque;Mature_forest;JBH4;;;Magdalena;4.42626;-75.21284;1164;;;
Bosque;Mature_forest;JBH5;;;Magdalena;4.42601;-75.21368;1148;;;
Bosque;Mature_forest;JBH6;;;Magdalena;4.42598;-75.21217;1161;;;
Bosque;Mature_forest;JBH7;;;Magdalena;4.42604;-75.21138;1164;;;
Bosque;Mature_forest;JBH9;;;Magdalena;4.42541;-75.21156;1134;;;
Vegetación secundaria;Secondary_Growth;JBI1;;;Magdalena;4.44938;-75.2246;1214;;;
Bosque;Mature_forest;JBI10;;;Magdalena;4.45624;-75.22031;1300;;;
Bosque;Mature_forest;JBI11;;;Magdalena;4.45693;-75.21914;1321;;;
Bosque;Mature_forest;JBI12;;;Magdalena;4.45788;-75.2196;1359;;;
Bosque;Mature_forest;JBI13;;;Magdalena;4.45789;-75.21871;1352;;;
Bosque;Mature_forest;JBI14;;;Magdalena;4.45757;-75.2179;1352;;;
Bosque;Mature_forest;JBI15;;;Magdalena;4.45759;-75.2172;1360;;;
Bosque;Mature_forest;JBI16;;;Magdalena;4.45781;-75.21658;1369;;;
Vegetación secundaria;Secondary_Growth;JBI17;;;Magdalena;4.45728;-75.21584;1398;;;
Bosque;Mature_forest;JBI18;;;Magdalena;4.45788;-75.22038;1349;;;
Bosque;Mature_forest;JBI19;;;Magdalena;4.45781;-75.22108;1341;;;
Bosque;Forest_fragment/Riparian_strip;JBI2;;;Magdalena;4.449975;-75.22371;1204;;;
Bosque;Forest_fragment/Riparian_strip;JBI3;;;Magdalena;4.44972;-75.22272;1200;;;
Vegetación secundaria;Secondary_Growth;JBI4;;;Magdalena;4.4495;-75.22144;1191;;;
Bosque;Mature_forest;JBI5;;;Magdalena;4.45291;-75.222108;1233;;;
Bosque;Mature_forest;JBI6;;;Magdalena;4.4538;-75.2214;1255;;;
Bosque;Mature_forest;JBI7;;;Magdalena;4.45455;-75.22141;1260;;;
Bosque;Mature_forest;JBI8;;;Magdalena;4.45541;-75.221;1270;;;
Bosque;Mature_forest;JBI9;;;Magdalena;4.4559;-75.22032;1285;;;
Vegetación secundaria;Secondary_Growth;LAR1;;;Magdalena;1.73984;-76.22045;1795;;;
Café;Sun_coffee;LAR3;;;Magdalena;1.73839;-76.22134;1856;;;
Bosque;Mature_forest;LGK1;;;Magdalena;6.85249;-73.38101;1635;;;
Bosque;Mature_forest;LGK10;;;Magdalena;6.84743;-73.37549;1792;;;
Bosque;Mature_forest;LGK11;;;Magdalena;6.84848;-73.37561;1812;;;
Bosque;Mature_forest;LGK12;;;Magdalena;6.8497;-73.37527;1835;;;
Bosque;Mature_forest;LGK13;;;Magdalena;6.85624;-73.37433;1885;;;
Bosque;Mature_forest;LGK14;;;Magdalena;6.85045;-73.37331;1898;;;
Vegetación secundaria;Secondary_Growth;LGK15;;;Magdalena;6.85082;-73.37229;1950;;;
Vegetación secundaria;Secondary_Growth;LGK16;;;Magdalena;6.85162;-73.37151;1932;;;
Vegetación secundaria;Secondary_Growth;LGK17;;;Magdalena;6.85133;-73.37049;1931;;;
Bosque;Mature_forest;LGK18;;;Magdalena;6.85063;-73.36968;1921;;;
Bosque;Mature_forest;LGK19;;;Magdalena;6.84979;-73.36892;1930;;;
Bosque;Mature_forest;LGK2;;;Magdalena;6.85155;-73.38052;1659;;;
Vegetación secundaria;Secondary_Growth;LGK20;;;Magdalena;6.84916;-73.36797;1956;;;
Bosque;Mature_forest;LGK21;;;Magdalena;6.84914;-73.36663;1956;;;
Bosque;Mature_forest;LGK3;;;Magdalena;6.85093;-73.37973;1663;;;
Bosque;Mature_forest;LGK4;;;Magdalena;6.8503;-73.37882;1670;;;
Bosque;Mature_forest;LGK5;;;Magdalena;6.84941;-73.37815;1678;;;
Bosque;Mature_forest;LGK6;;;Magdalena;6.84842;-73.37777;1692;;;
Bosque;Mature_forest;LGK7;;;Magdalena;6.84716;-73.37747;1722;;;
Bosque;Mature_forest;LGK8;;;Magdalena;6.84632;-73.3768;1729;;;
Bosque;Mature_forest;LGK9;;;Magdalena;6.844638;-73.37527;1758;;;
Café;Shade_coffee;MOR1;;;Magdalena;6.491668;-73.223398;1487;;;
Café;Shade_coffee;MOR10;;;Magdalena;6.489694;-73.230907;1523;;;
Café;Shade_coffee;MOR11;;;Magdalena;6.489794;-73.229114;1517;;;
Café;Shade_coffee;MOR12;;;Magdalena;6.489855;-73.227847;1553;;;
Café;Shade_coffee;MOR13;;;Magdalena;6.48998;-73.226164;1566;;;
Café;Shade_coffee;MOR14;;;Magdalena;6.489791;-73.22026;1588;;;
Café;Shade_coffee;MOR15;;;Magdalena;6.48545;-73.223965;1580;;;
Café;Shade_coffee;MOR16;;;Magdalena;6.489657;-73.223189;1596;;;
Café;Shade_coffee;MOR17;;;Magdalena;6.493493;-73.221544;1474;;;
Café;Shade_coffee;MOR18;;;Magdalena;6.494319;-73.222834;1472;;;
Café;Shade_coffee;MOR19;;;Magdalena;6.493407;-73.220354;1470;;;
Café;Shade_coffee;MOR2;;;Magdalena;6.491236;-73.225302;1489;;;
Café;Shade_coffee;MOR20;;;Magdalena;6.49246;-73.22248;1495;;;
Cerca viva;Live_Fence/Pasture;MOR21;;;Magdalena;6.49148;-73.22104;1506;;;
Café;Sun_coffee;MOR22;;;Magdalena;6.49074;-73.21194;1529;;;
Café;Shade_coffee;MOR23;;;Magdalena;6.49054;-73.21847;1540;;;
Café;Shade_coffee;MOR24;;;Magdalena;6.48952;-73.21834;1549;;;
Café;Shade_coffee;MOR25;;;Magdalena;6.48838;-73.21851;1575;;;
Café;Shade_coffee;MOR26;;;Magdalena;6.48789;-73.21879;1609;;;
Café;Shade_coffee;MOR27;;;Magdalena;6.48776;-73.21976;1611;;;
Cerca viva;Live_Fence/Pasture;MOR28;;;Magdalena;6.48791;-73.22144;1615;;;
Café;Shade_coffee;MOR29;;;Magdalena;6.48738;-73.22252;1635;;;
Vegetación secundaria;Secondary_Growth;MOR3;;;Magdalena;6.49087;-73.227008;1524;;;
Café;Shade_coffee;MOR30;;;Magdalena;6.48727;-73.2245;1641;;;
Café;Shade_coffee;MOR31;;;Magdalena;6.48719;-73.22549;1651;;;
Café;Shade_coffee;MOR32;;;Magdalena;6.48548;-73.22584;1642;;;
Café;Shade_coffee;MOR33;;;Magdalena;6.48511;-73.22684;1647;;;
Café;Shade_coffee;MOR4;;;Magdalena;6.491131;-73.228177;1491;;;
Café;Shade_coffee;MOR5;;;Magdalena;6.490722;-73.229702;1523;;;
Café;Shade_coffee;MOR6;;;Magdalena;6.490531;-73.230916;1508;;;
Café;Shade_coffee;MOR7;;;Magdalena;6.491342;-73.23277;1462;;;
Café;Shade_coffee;MOR8;;;Magdalena;6.492508;-73.23394;1431;;;
Café;Shade_coffee;MOR9;;;Magdalena;6.49013;-73.234977;1509;;;
Vegetación secundaria;Secondary_Growth;MTÑ1;;;Magdalena;6.57816;-75.20811;1151;;;
Bosque;Mature_forest;MTÑ10;;;Magdalena;6.58235;-75.20641;1184;;;
Bosque;Mature_forest;MTÑ11;;;Magdalena;6.5831;-75.20715;1189;;;
Bosque;Mature_forest;MTÑ12;;;Magdalena;6.58275;-75.20793;1184;;;
Bosque;Mature_forest;MTÑ13;;;Magdalena;6.58179;-75.20813;1190;;;
Bosque;Mature_forest;MTÑ14;;;Magdalena;6.58099;-75.20821;1200;;;
Bosque;Mature_forest;MTÑ15;;;Magdalena;6.58031;-75.20894;1198;;;
Bosque;Mature_forest;MTÑ16;;;Magdalena;6.58036;-75.20971;1193;;;
Bosque;Mature_forest;MTÑ17;;;Magdalena;6.58048;-75.21049;1200;;;
Vegetación secundaria;Secondary_Growth;MTÑ18;;;Magdalena;6.58134;-75.21219;1195;;;
Vegetación secundaria;Secondary_Growth;MTÑ19;;;Magdalena;6.58221;-75.21263;1205;;;
Vegetación secundaria;Secondary_Growth;MTÑ2;;;Magdalena;6.57894;-75.2074;1171;;;
Vegetación secundaria;Secondary_Growth;MTÑ20;;;Magdalena;6.58302;-75.21364;1200;;;
Vegetación secundaria;Secondary_Growth;MTÑ21;;;Magdalena;6.58203;-75.21302;1192;;;
Bosque;Mature_forest;MTÑ22;;;Magdalena;6.58011;-75.21372;1148;;;
Vegetación secundaria;Secondary_Growth;MTÑ23;;;Magdalena;6.58007;-75.21429;1179;;;
Vegetación secundaria;Secondary_Growth;MTÑ24;;;Magdalena;6.57947;-75.21372;1205;;;
Vegetación secundaria;Secondary_Growth;MTÑ25;;;Magdalena;6.57855;-75.215;1220;;;
Bosque;Forest_fragment/Riparian_strip;MTÑ26;;;Magdalena;6.57726;-75.21663;1192;;;
Vegetación secundaria;Secondary_Growth;MTÑ27;;;Magdalena;6.57715;-75.2191;1281;;;
Bosque;Mature_forest;MTÑ28;;;Magdalena;6.5777;-75.22011;1324;;;
Vegetación secundaria;Secondary_Growth;MTÑ29;;;Magdalena;6.57666;-75.21996;1314;;;
Vegetación secundaria;Secondary_Growth;MTÑ3;;;Magdalena;6.57982;-75.2056;1152;;;
Bosque;Mature_forest;MTÑ4;;;Magdalena;6.58071;-75.20645;1151;;;
Vegetación secundaria;Secondary_Growth;MTÑ5;;;Magdalena;6.58064;75.20502;1158;;;
Bosque;Mature_forest;MTÑ6;;;Magdalena;6.58102;-75.20533;1151;;;
Vegetación secundaria;Secondary_Growth;MTÑ7;;;Magdalena;6.58125;-75.20425;1146;;;
Bosque;Mature_forest;MTÑ8;;;Magdalena;6.58163;-75.20484;1170;;;
Vegetación secundaria;Secondary_Growth;MTÑ9;;;Magdalena;6.58184;-75.20583;1187;;;
Bosque;Forest_fragment/Riparian_strip;OPO1;;;Magdalena;6.39324;-73.29137;1789;;;
Bosque;Mature_forest;OPO10;;;Magdalena;6.40158;-73.40108;2155;;;
Bosque;Mature_forest;OPO11;;;Magdalena;6.40244;-73.46164;2149;;;
Bosque;Mature_forest;OPO12;;;Magdalena;6.40315;-73.40248;2140;;;
Vegetación secundaria;Secondary_Growth;OPO13;;;Magdalena;6.40331;-73.40369;2148;;;
Vegetación secundaria;Secondary_Growth;OPO14;;;Magdalena;6.40377;-73.40489;2138;;;
Bosque;Mature_forest;OPO15;;;Magdalena;6.40321;-73.405663;2156;;;
Vegetación secundaria;Secondary_Growth;OPO16;;;Magdalena;6.40358;-73.40712;2156;;;
Vegetación secundaria;Secondary_Growth;OPO17;;;Magdalena;6.40385;-73.40795;2170;;;
Bosque;Mature_forest;OPO18;;;Magdalena;6.40369;-73.40927;2171;;;
Bosque;Forest_fragment/Riparian_strip;OPO19;;;Magdalena;6.38663;-73.38613;1539;;;
Vegetación secundaria;Secondary_Growth;OPO2;;;Magdalena;6.39451;-73.39247;1861;;;
Bosque;Forest_fragment/Riparian_strip;OPO20;;;Magdalena;6.38589;-73.38503;1507;;;
Café;Shade_coffee;OPO21;;;Magdalena;6.38685;-73.38518;1524;;;
Cerca viva;Live_Fence/Pasture;OPO22;;;Magdalena;6.38762;-73.38644;1578;;;
Cerca viva;Live_Fence/Pasture;OPO23;;;Magdalena;6.3892;-73.38512;1587;;;
Café;Shade_coffee;OPO24;;;Magdalena;6.39031;-73.38588;1589;;;
Café;Shade_coffee;OPO25;;;Magdalena;6.38899;-73.38343;1575;;;
Cerca viva;Live_Fence/Pasture;OPO26;;;Magdalena;6.39309;-73.3693;1519;;;
Café;Shade_coffee;OPO27;;;Magdalena;6.3919;-73.37062;1528;;;
Café;Shade_coffee;OPO28;;;Magdalena;6.39118;-73.37035;1533;;;
Café;Shade_coffee;OPO29;;;Magdalena;6.39073;-73.37186;1550;;;
Bosque;Mature_forest;OPO3;;;Magdalena;6.39741;-73.3955;1904;;;
Café;Shade_coffee;OPO30;;;Magdalena;6.39029;-73.37273;1569;;;
Cerca viva;Live_Fence/Pasture;OPO31;;;Magdalena;6.39079;-73.37405;1661;;;
Café;Shade_coffee;OPO32;;;Magdalena;6.39009;-73.37549;1580;;;
Café;Shade_coffee;OPO33;;;Magdalena;6.38971;-73.3768;1570;;;
Cerca viva;Live_Fence/Pasture;OPO34;;;Magdalena;6.3896;-73.37791;1565;;;
Café;Shade_coffee;OPO35;;;Magdalena;6.38954;-73.37434;1583;;;
Café;Shade_coffee;OPO36;;;Magdalena;6.38882;-73.38006;1584;;;
Cerca viva;Live_Fence/Pasture;OPO37;;;Magdalena;6.38857;-73.38161;1571;;;
Café;Shade_coffee;OPO38;;;Magdalena;6.38946;-73.38292;1568;;;
Bosque;Mature_forest;OPO4;;;Magdalena;6.39801;-73.39624;1934;;;
Vegetación secundaria;Secondary_Growth;OPO5;;;Magdalena;6.39831;-73.39721;1969;;;
Bosque;Mature_forest;OPO6;;;Magdalena;6.39911;-73.39764;1988;;;
Vegetación secundaria;Secondary_Growth;OPO7;;;Magdalena;6.40065;-73.39887;2078;;;
Bosque;Mature_forest;OPO8;;;Magdalena;6.4;-73.40005;2146;;;
Vegetación secundaria;Secondary_Growth;OPO9;;;Magdalena;6.40054;-73.40096;2172;;;
Café;Sun_coffee;PEN1;;;Magdalena;1.74826;-76.20002;1652;;;
Vegetación secundaria;Secondary_Growth;PEN10;;;Magdalena;1.73731;-76.20346;1709;;;
Bosque;Mature_forest;PEN11;;;Magdalena;1.73695;-76.20415;1733;;;
Bosque;Mature_forest;PEN12;;;Magdalena;1.73624;-76.20491;1719;;;
Bosque;Mature_forest;PEN13;;;Magdalena;1.7355;-76.20525;1720;;;
Bosque;Mature_forest;PEN14;;;Magdalena;1.7348;-76.20508;1738;;;
Bosque;Mature_forest;PEN15;;;Magdalena;1.73414;-76.20631;1768;;;
Bosque;Mature_forest;PEN16;;;Magdalena;1.73352;-76.20655;1759;;;
Bosque;Mature_forest;PEN17;;;Magdalena;1.73275;-76.20727;1753;;;
Bosque;Mature_forest;PEN18;;;Magdalena;1.73179;-76.20721;1748;;;
Bosque;Mature_forest;PEN19;;;Magdalena;1.73045;-76.2068;1761;;;
Café;Shade_coffee;PEN2;;;Magdalena;1.74724;-76.19993;1667;;;
Bosque;Mature_forest;PEN20;;;Magdalena;1.72969;-76.20741;1764;;;
Bosque;Mature_forest;PEN21;;;Magdalena;1.72845;-76.20779;1776;;;
Bosque;Mature_forest;PEN22;;;Magdalena;1.72765;-76.20811;1779;;;
Bosque;Mature_forest;PEN23;;;Magdalena;1.72658;-76.20861;1831;;;
Vegetación secundaria;Secondary_Growth;PEN24;;;Magdalena;1.72635;-76.20918;1807;;;
Vegetación secundaria;Secondary_Growth;PEN25;;;Magdalena;1.72605;-76.21005;1804;;;
Vegetación secundaria;Secondary_Growth;PEN26;;;Magdalena;1.7255;-76.21099;1799;;;
Bosque;Forest_fragment/Riparian_strip;PEN3;;;Magdalena;1.74612;-76.20104;1658;;;
Bosque;Forest_fragment/Riparian_strip;PEN4;;;Magdalena;1.74492;-76.20155;1666;;;
Café;Sun_coffee;PEN5;;;Magdalena;1.74347;-76.20086;1681;;;
Café;Shade_coffee;PEN6;;;Magdalena;1.74212;-76.20078;1693;;;
Vegetación secundaria;Secondary_Growth;PEN7;;;Magdalena;1.74068;-76.20158;1700;;;
Vegetación secundaria;Secondary_Growth;PEN8;;;Magdalena;1.73902;-76.20238;1697;;;
Bosque;Mature_forest;PEN9;;;Magdalena;1.73841;-76.2031;1710;;;
Bosque;Forest_fragment/Riparian_strip;PP1;;;Magdalena;4.68652;-74.38707;2005;;;
Bosque;Mature_forest;PP10;;;Magdalena;4.68199;-74.39023;2084;;;
Bosque;Mature_forest;PP11;;;Magdalena;4.68127;-74.38971;2090;;;
Bosque;Mature_forest;PP12;;;Magdalena;4.68093;-74.38886;2086;;;
Bosque;Mature_forest;PP13;;;Magdalena;4.68088;-74.3881;2089;;;
